text,action,device
She raised her hand to ask a question. for me,NONE,NONE
like yo im cold for me,INCREASE,AC
ok im hot,DECREASE,AC
I have the flowers. please reduce all the uh aircon please,DECREASE,AC
please its too dark um thanks,INCREASE,LIGHTS
please make um higher aircon for me I want racecars to be legal for average people.,INCREASE,AC
hey Its rare to find big yards in Japan. for me,NONE,NONE
ok can um you cook dinner right now,NONE,NONE
could you heat up the room now,INCREASE,AC
power off the light for me,DISABLE,LIGHTS
It would be quite impossible to enumerate all the things in existence. can you switch on the air conditioner thanks,ENABLE,AC
yo down my screen right now The plant was fake but looked very real.,DECREASE,TV
could you The planet hadnt yet been discovered. please,NONE,NONE
could you Id like to talk about the benefits of having a pet pig. right now,NONE,NONE
please activate all the um air conditioning now I will take you to the movies only if you wait for me outside.,ENABLE,AC
bro cool the room right now She was out on the deck of the ship when she saw the first ghosts.,DECREASE,AC
could you Toms house is at least twice as big as mine. now,NONE,NONE
can you Youll move more than before. thanks,NONE,NONE
please this is boring now,NONE,NONE
can you make lower all the lighting please Hes not the sharpest knife in the drawer.,DECREASE,LIGHTS
uh would you boost tv for me He continued talking.,INCREASE,TV
Apple picking is not in season. ok boost my bedside lamp please,INCREASE,LIGHTS
bro how do i tell a joke please,NONE,NONE
turn uh down my light now,DECREASE,LIGHTS
yo switch off screen for me,DISABLE,TV
How long does it really take to heal from a bullet wound? make higher the aircon um now,INCREASE,AC
would you switch on my ceiling light please She was determined to summit Mount Everest before she turned twenty-nine.,ENABLE,LIGHTS
alright power off all the bedside lamp please,DISABLE,LIGHTS
can you um turn up ceiling fan for me,INCREASE,FAN
please i am hot This is the biggest apple Ive ever seen.,DECREASE,AC
I have a crush on Albert. bro power off my bedside lamp now,DISABLE,LIGHTS
would you You guys can leave whenever you want.,NONE,NONE
start the air conditioner right now She wanted to be a tutor but had a hard time getting started.,ENABLE,AC
Shes drop-dead gorgeous. power on the air conditioner right now,ENABLE,AC
I can see you. alright power um on lights right now,ENABLE,LIGHTS
could you Theres nobody out there. right now,NONE,NONE
yo increase ac A yardstick is 3 feet long.,INCREASE,AC
She went to sleep after 12. um yo its hot now,INCREASE,AC
ok boost all the bedside lamp uh right now,INCREASE,LIGHTS
yo lower the speaker please,DECREASE,MUSIC
alright boost all the music right now Her water bottle had a built-in filtration system.,INCREASE,MUSIC
could you She had a hard time guessing what women were nannies and which ones were mothers themselves. for me,NONE,NONE
There used to be a big cherry tree behind my house. alright reduce television thanks,DECREASE,TV
would you You guys like meat. right now,NONE,NONE
would you Trees are small when they are first planted. now,NONE,NONE
bro The children are at home. right now,NONE,NONE
would you He gets up early every day.,NONE,NONE
alright make higher my ac thanks That is fake news.,INCREASE,AC
I found a gold coin on the playground after school today. thanks,NONE,NONE
ok power like off my light Im going to make you a list of what needs to be done.,DISABLE,LIGHTS
enable ceiling fan,ENABLE,FAN
"alright She hated chocolate chip cookies, but she loved gingersnaps. now",NONE,NONE
alright raise all the music thanks,INCREASE,MUSIC
bro I want you to remember that. thanks,NONE,NONE
The children are at home. alright lower the uh air fan please,DECREASE,FAN
bro Did you hear about the new animal discovered in Ecuador? please,NONE,NONE
"She liked Dune, but it didnt pass the Bechdel Test. yo down the ventilator um now",DECREASE,FAN
yo I am the designated survivor. right now,NONE,NONE
could you How big you are! now,NONE,NONE
could you This is the biggest apple Ive ever seen. thanks,NONE,NONE
yo Who do they believe you are? now,NONE,NONE
I made a list. right now,NONE,NONE
bro power down smart tv please You have to take the good with the bad.,DISABLE,TV
hey increase the spotify please,INCREASE,MUSIC
uh please switch off my smart tv right now,DISABLE,TV
He has a nice sum of money put away. alright make higher all the bulb please,INCREASE,LIGHTS
yo uh make higher all the air fan thanks,INCREASE,FAN
yo Give me the big knife to cut the bread. now,NONE,NONE
this is boring would you increase uh my bedside lamp right now,INCREASE,LIGHTS
alright Hes not the sharpest knife in the drawer. now,NONE,NONE
could you on my lamp thanks There was a big fire in my neighborhood.,ENABLE,LIGHTS
hey off cooler for me I prefer ice cream over cake.,DISABLE,AC
would um you on ventilator right now Its four a.m. and both of us would rather be asleep.,ENABLE,FAN
could um you power down all the air conditioner thanks,DISABLE,AC
Im going to Lollapalooza. now,NONE,NONE
hey i want to cook dinner for me,NONE,NONE
yo We saw her duck. please,NONE,NONE
bro turn up all the speaker please You did right in me by telling the truth.,INCREASE,MUSIC
ok I hate cats even more than I hate dogs. please,NONE,NONE
yo I am afraid of dark afternoons. for me,NONE,NONE
yo The other baristas are so weird. for me,NONE,NONE
can you The giraffe licked the tree and spat at the gorilla. please,NONE,NONE
like could you make lower all the light now Its not the end of the world.,DECREASE,LIGHTS
alright power off all um the screen,DISABLE,TV
yo i am cold for me The spoon lay next to the fork.,INCREASE,AC
alright boost the playlist right now The bigger boys torment the little ones.,INCREASE,MUSIC
this is annoying now,NONE,NONE
would you make lower cooler now I have a brochure for our vacation.,DECREASE,AC
bro I made a list. right now,NONE,NONE
please how do i eat,NONE,NONE
ok like down cooler please,DECREASE,AC
yo power down the lamp thanks,DISABLE,LIGHTS
"In Hong Kong, everyone lives stacked together. hey power on my music right now",ENABLE,MUSIC
alright like on tv Toms apartment is way too big for just one man.,ENABLE,TV
could you make um higher air conditioning Robert tends to talk big.,INCREASE,AC
would you what is like the news please,NONE,NONE
please im hot like thanks He needed thirteen stitches.,DECREASE,AC
bro Judith Jarvis Thompson is the best philosopher of all time. right now,NONE,NONE
The course starts next Sunday. alright increase music,INCREASE,MUSIC
can you what is the um weather now,NONE,NONE
alright tell me um a game,NONE,NONE
Juice was something I never drank. right now,NONE,NONE
Mary enjoys cooking. please off the hvac now,DISABLE,AC
would you how do i um eat,NONE,NONE
I wish I had met my uncle yesterday like I was supposed to. please stop my air conditioning right now,DISABLE,AC
"can you In Guam, she laid in the sun and ate mangoes all day. for me",NONE,NONE
"yo activate all the cooler for me He took a thirty-minute shower, and by the time he stepped out, his fingers were as wrinkled as prunes.",ENABLE,AC
yo im hungry please,NONE,NONE
yo She went to sleep after 12. now,NONE,NONE
"alright She left her umbrella at her dates house, and because the date was so bad, couldnt return to get it. please",NONE,NONE
bro what is the score please,NONE,NONE
Give me the big knife to cut the bread. could you down uh all the smart tv,DECREASE,TV
yo down my speaker thanks I want you to remember that.,DECREASE,MUSIC
hey reduce all the audio now,DECREASE,MUSIC
yo Kens uncle has a chicken farm. right now,NONE,NONE
I am a genius. would you shut down the tv for me,DISABLE,TV
do you know how to jump,NONE,NONE
alright The baby was so cute but she was crying so loud I had to plug my ears. right now,NONE,NONE
"ok Happy Birthday to my 152 year old lover, Canada.",NONE,NONE
can you switch on the sound system now,ENABLE,MUSIC
There are so many things to consider. hey its too hot thanks,DECREASE,AC
would um you on all the aircon now,ENABLE,AC
She really wanted to go out to a diner and eat some greasy toast and eggs for breakfast. uh on aircon for me,ENABLE,AC
i am cold I found a gold coin on the playground after school today.,INCREASE,AC
could you Trees are small when they are first planted. please,NONE,NONE
could you like decrease my spotify The man looked at her strangely through the window.,DECREASE,MUSIC
hello ok increase the television thanks,INCREASE,TV
This will make a real difference. make lower all the ac thanks,DECREASE,AC
bro Its rare to find big yards in Japan. please,NONE,NONE
alright down fan,DECREASE,FAN
can you raise all the ac thanks No woman would buy that.,INCREASE,AC
would you disable ceiling light thanks Nothing beats a big glass of beer in summer.,DISABLE,LIGHTS
can you down bulb for me We would move to a nicer house if we had more money.,DECREASE,LIGHTS
hey decrease all uh the bulb She was out on the deck of the ship when she saw the first ghosts.,DECREASE,LIGHTS
This is the biggest apple Ive ever seen. yo down bulb right now,DECREASE,LIGHTS
uh would you turn down my playlist please She had a hard time guessing what women were nannies and which ones were mothers themselves.,DECREASE,MUSIC
I wish I had met my uncle yesterday like I was supposed to. thanks,NONE,NONE
There is nothing more that I need to hear. could you power down the ceiling light um please,DISABLE,LIGHTS
ok She studied music in college.,NONE,NONE
yo Here is David with his guitar. now,NONE,NONE
please Kens uncle has a chicken farm. thanks,NONE,NONE
He asked if she wanted room for cream in her coffee. would you i am hot for me,DECREASE,AC
Toms apartment is way too big for just one man.,NONE,NONE
alright can you open the door for me,NONE,NONE
could you enable playlist please,ENABLE,MUSIC
can you decrease the air conditioner right now Its easier to clean with disposable dishes.,DECREASE,AC
"She didnt drink, but she didnt want people to realize that, so she ordered a ginger ale at the bar. alright um reduce the music now",DECREASE,MUSIC
can you tablet is not working please,NONE,NONE
Has she texted you back yet? yo switch on air conditioner now,ENABLE,AC
can you make higher all the playlist now Tulips grow every year.,INCREASE,MUSIC
yo down all the air fan for like me The kid had made it his mission to pee in every pool he swam in.,DECREASE,FAN
can you She went to sleep after 12.,NONE,NONE
bro The man was busted for theft.,NONE,NONE
yo can you tell a joke right now,NONE,NONE
can you switch on the ac right now,ENABLE,AC
"can you Once you join me, we can go visit the aquarium at the mall. for me",NONE,NONE
She started wondering if he was cheating on her when she saw the receipt for an expensive jewelry purchase. alright make lower my like air conditioning now,DECREASE,AC
Can you come over now? alright raise the playlist,INCREASE,MUSIC
please power down the room light right now,DISABLE,LIGHTS
A big fire broke out after the earthquake. ok switch off the cooler now,DISABLE,AC
I made a list. ok disable uh the ceiling fan please,DISABLE,FAN
bro You have to take the good with the bad.,NONE,NONE
alright lower the television right now This is the biggest apple Ive ever seen.,DECREASE,TV
"hey Get away from me, you slimy little worm! for me",NONE,NONE
Weve got much bigger problems to deal with right now. alright increase my cooler like right now,INCREASE,AC
could like you boost television now,INCREASE,TV
"yo Get away from me, you slimy little worm! for me",NONE,NONE
ok turn down cooler,DECREASE,AC
alright turn up all the air conditioner right now,INCREASE,AC
would you on all the cooler for me,ENABLE,AC
can um you off all the fan now,DISABLE,FAN
could you It would be quite impossible to enumerate all the things in existence. please,NONE,NONE
Wiggle your fingers! for me,NONE,NONE
would you down all the air fan right now,DECREASE,FAN
hey Your stance tells me. for me,NONE,NONE
yo make lower screen right now Nikita is a perfectly respectable businessman.,DECREASE,TV
alright There used to be a big cherry tree behind my house. now,NONE,NONE
Wiggle your fingers! can you make it colder uh thanks,DECREASE,AC
There is nothing more that I need to hear. can you reduce tv,DECREASE,TV
I hate cats even more than I hate dogs. ok increase the uh tv thanks,INCREASE,TV
would you chips is uh not working thanks,NONE,NONE
can you I was excited to spend time with my wife without being interrupted by kids. please,NONE,NONE
alright make it brighter right now Time is money.,INCREASE,LIGHTS
alright Could you tell me the way to the station?,NONE,NONE
yo They made crispy chicken. now,NONE,NONE
yo Shape up or ship out! right now,NONE,NONE
The jar of candles was ready on the table. can you decrease my like ceiling light,DECREASE,LIGHTS
alright what is the um game for me,NONE,NONE
alright its too dim right like now,INCREASE,LIGHTS
bro can you dance thanks,NONE,NONE
He asked if she wanted room for cream in her coffee. could you turn down my hvac now,DECREASE,AC
bro like shut down tv thanks,DISABLE,TV
hey She was out on the deck of the ship when she saw the first ghosts.,NONE,NONE
"bro increase music for me When the cats away, the mice play.",INCREASE,MUSIC
Its much bigger than I thought it would be. hey switch on the air conditioner,ENABLE,AC
bro switch on all the lights now You had me worried for a moment.,ENABLE,LIGHTS
please The delayed train has been an unexpected event today. thanks,NONE,NONE
could you increase all the ceiling fan please The planet hadnt yet been discovered.,INCREASE,FAN
"hey lower aircon um thanks He got shot in the stomach, but he didnt die.",DECREASE,AC
ok off aircon thanks,DISABLE,AC
"She had strange, green and purple eyes. switch off screen",DISABLE,TV
could you power off television right now,DISABLE,TV
would you switch off the sound system thanks That man is creepy.,DISABLE,MUSIC
uh bro turn down all the ceiling light right now Mary enjoys cooking.,DECREASE,LIGHTS
His mom was so upset that he knew he couldnt tell her the truth. bro like lower the television,DECREASE,TV
Nothing beats a big glass of beer in summer. can like you off the smart tv,DISABLE,TV
I need a dollar for the vending machine. hey down all the air conditioning right now,DECREASE,AC
shut down all the air conditioning please I want you to remember that.,DISABLE,AC
My big sister washes her hair every morning. like bro make it colder now,DECREASE,AC
bro uh switch off my fan please,DISABLE,FAN
yo I found a gold coin on the playground after school today. now,NONE,NONE
Im having second thoughts about getting married so soon. can you i am freezing thanks,INCREASE,AC
bro turn down my lights for me,DECREASE,LIGHTS
hey Its easier to clean with disposable dishes. now,NONE,NONE
alright Do you have any big plans for the weekend?,NONE,NONE
like please make it colder right now Juice was something I never drank.,DECREASE,AC
She was determined to summit Mount Everest before she turned twenty-nine. for me,NONE,NONE
could you uh down air conditioner for me You can see the blood vessel on her eyelid.,DECREASE,AC
alright turn like down all the aircon I am afraid of dark afternoons.,DECREASE,AC
alright power on my like tv please Thats the biggest grasshopper Ive ever seen.,ENABLE,TV
please Whats your favorite holiday? please,NONE,NONE
ok power off all the spotify please,DISABLE,MUSIC
The cafe is empty aside from an old man reading a book about Aristotle. please power on my television for me,ENABLE,TV
hey turn down my fan now There is a dictionary open on the table.,DECREASE,FAN
I am about as tall as my father now. bro raise music,INCREASE,MUSIC
alright This could become a problem.,NONE,NONE
Being the last male on my dads side of the family has its perks. yo make um higher the audio for me,INCREASE,MUSIC
alright The clock was ticking and kept me awake all night. please,NONE,NONE
He gets up early every day. would you make lower all the speaker right now,DECREASE,MUSIC
alright shut down the bedside lamp right now She was miserable the entire time she was pregnant.,DISABLE,LIGHTS
um ok turn up my aircon for me,INCREASE,AC
What a day were having! her mother sighed. im hot please,DECREASE,AC
bro reduce speaker right now,DECREASE,MUSIC
could you power on all the um fan for me You had me worried for a moment.,ENABLE,FAN
power off my light,DISABLE,LIGHTS
"alright power up the bulb for me She ate a sandwich for lunch which contained turkey, cheddar cheese, and slices of strawberries.",ENABLE,LIGHTS
"could you power on aircon now In Hong Kong, everyone lives stacked together.",ENABLE,AC
bro its uh hot,INCREASE,AC
ok i want to run please,NONE,NONE
ok switch on air fan for like me,ENABLE,FAN
bro Nothing beats a big glass of beer in summer. now,NONE,NONE
would you She found the necklace in a safe at the bottom of her parents closet. please,NONE,NONE
His mom was so upset that he knew he couldnt tell her the truth. please turn up the room light now,INCREASE,LIGHTS
could you up lighting,INCREASE,LIGHTS
can you jump now,NONE,NONE
bro i want to send a message,NONE,NONE
please disable all the smart tv for me She wanted to be a tutor but had a hard time getting started.,DISABLE,TV
would you down my fan like thanks,DECREASE,FAN
bro this is boring for me,NONE,NONE
alright disable my spotify now My big sister washes her hair every morning.,DISABLE,MUSIC
can you Tom doesnt want to make a big deal out of it.,NONE,NONE
can you tell me a tablet now,NONE,NONE
bro make it brighter right now,INCREASE,LIGHTS
Its four a.m. and both of us would rather be asleep. ok turn off all the air conditioning,DISABLE,AC
ok down the playlist for me,DECREASE,MUSIC
please i want to send a message right now,NONE,NONE
could you power on um the speaker now Its rare to find big yards in Japan.,ENABLE,MUSIC
ok what is the gun uh right now,NONE,NONE
uh bro i am freezing The plant was dying a sad little death.,INCREASE,AC
ok up the speaker for me,INCREASE,MUSIC
would you raise the smart tv right now The man looked at her strangely through the window.,INCREASE,TV
bro what time is it thanks,NONE,NONE
turn up ac for um me,INCREASE,AC
hey decrease all the audio please,DECREASE,MUSIC
alright i am hot now,DECREASE,AC
ok power off room light please Everything will be okay in the end.,DISABLE,LIGHTS
Its four a.m. and both of us would rather be asleep. ok make lower like screen right now,DECREASE,TV
turn up my speaker uh right now,INCREASE,MUSIC
would you stop lamp right now This way you can start to heal.,DISABLE,LIGHTS
please disable uh my aircon thanks Its rare to find big yards in Japan.,DISABLE,AC
Time is money. down the fan,DECREASE,FAN
The children are at home. for me,NONE,NONE
alright start all the fan please,ENABLE,FAN
can you i want to sleep for me,NONE,NONE
She started drinking again because she felt so awkward at social gatherings. can you like turn on the screen please,ENABLE,TV
I really need to lose some weight. would you turn down my tv like thanks,DECREASE,TV
can you This big sofa is really not suitable for a small room. please,NONE,NONE
alright My sister likes to eat cheese on her peanut butter sandwich and pickles on her ice cream.,NONE,NONE
power on my tv please He was married to a friend of mine.,ENABLE,TV
"hey In Australia, there is a store called PieFace which sells meat pies with smiley faces on them. now",NONE,NONE
i want to like dance please,NONE,NONE
can you reduce all the air conditioning please,DECREASE,AC
Thats why they pay us the big bucks. thanks,NONE,NONE
I will take you to the movies only if you wait for me outside. for me,NONE,NONE
I wouldnt bet on going to the fair today. um stop the ventilator now,DISABLE,FAN
How do you celebrate the 4th of July? like ok down all the hvac,DECREASE,AC
like could you reduce all the ceiling fan please,DECREASE,FAN
ok um make lower the tv please Your house is beautiful.,DECREASE,TV
My favorite one smells like roses. can you off all the speaker thanks,DISABLE,MUSIC
hey tablet um is not working right now,NONE,NONE
ok turn up all the lamp now The other baristas are so weird.,INCREASE,LIGHTS
would you off the television now,DISABLE,TV
could you i am hot right now I found a gold coin on the playground after school today.,DECREASE,AC
would you The delayed train has been an unexpected event today. right now,NONE,NONE
hey turn off uh the tv now,DISABLE,TV
power off my room uh light now No woman would buy that.,DISABLE,LIGHTS
There are so many things to consider. bro boost all the bulb please,INCREASE,LIGHTS
hey He gets up early every day. thanks,NONE,NONE
He has a nice sum of money put away. hey power down my fan,DISABLE,FAN
lower my television now,DECREASE,TV
please power on my screen for me,ENABLE,TV
The sooner I get to bed the better. yo make lower all the fan for me,DECREASE,FAN
He was innocent of the crime. for me,NONE,NONE
You had me worried for a moment. ok shut down my ceiling fan,DISABLE,FAN
"When you enter a room, smile and say hello. bro turn down the audio right now",DECREASE,MUSIC
ok The tall girl tied her tennis shoes and went outside.,NONE,NONE
alright uh turn up my sound system right now,INCREASE,MUSIC
bro turn up air fan for me,INCREASE,FAN
There is a dictionary open on the table. please make it brighter right now,INCREASE,LIGHTS
I love this headline so much. can you increase speaker thanks,INCREASE,MUSIC
ok food is not working for me,NONE,NONE
hey power on um my air fan please Tom has a pain in his big toe on his right foot.,ENABLE,FAN
alright make it colder right now,DECREASE,AC
I hate cats even more than I hate dogs. um lower the cooler please,DECREASE,AC
please make higher the light right um now,INCREASE,LIGHTS
You guys can leave whenever you want. like could you stop the lamp,DISABLE,LIGHTS
would you uh can you jump thanks,NONE,NONE
hey power on my television like for me,ENABLE,TV
alright disable like cooler please You had me worried for a moment.,DISABLE,AC
can you I cant swim after I drink milk. right now,NONE,NONE
yo on the television thanks She was in Australia when the COVID-lockdown started.,ENABLE,TV
alright This is too hefty to easily carry. for me,NONE,NONE
yo Youll move more than before. now,NONE,NONE
alright start my hvac like now,ENABLE,AC
ok This is the biggest apple Ive ever seen. for me,NONE,NONE
um bro gun is not working right now,NONE,NONE
This will make a real difference. please its hot right like now,INCREASE,AC
ok power on air conditioning now She was in Australia when the COVID-lockdown started.,ENABLE,AC
would you What kind of music do you like to listen to?,NONE,NONE
ok off all the lighting please,DISABLE,LIGHTS
bro Weve got much bigger problems to deal with right now. now,NONE,NONE
hey turn off the hvac for me There is nothing more that I need to hear.,DISABLE,AC
There used to be a big cherry tree behind my house. now,NONE,NONE
power off all the air fan,DISABLE,FAN
yo switch off my sound system for me I could hang out with her.,DISABLE,MUSIC
The plant was dying a sad little death. please like decrease the air fan right now,DECREASE,FAN
"would you When you sit down for a long time, it hurts. thanks",NONE,NONE
"ok There were four people playing the game: her, her boyfriend, her boyfriends roommate, Steve, and Steves girlfriend, Cara. please",NONE,NONE
The sooner I get to bed the better. could you enable the uh bulb please,ENABLE,LIGHTS
One cannot live on bread alone. yo i am freezing now,INCREASE,AC
bro boost the uh screen for me,INCREASE,TV
yo disable the ceiling fan right now How do you celebrate the 4th of July?,DISABLE,FAN
alright She was curling her hair when she accidentally burned her forehead.,NONE,NONE
ok power off the like spotify right now,DISABLE,MUSIC
hey Did you hear about the new animal discovered in Ecuador? please,NONE,NONE
could uh you turn on my bulb for me,ENABLE,LIGHTS
alright make higher my playlist now,INCREASE,MUSIC
hey This problem is much bigger than we thought. right now,NONE,NONE
A balanced diet is a cookie in each hand. can you up uh music for me,INCREASE,MUSIC
You can never turn the clock back. for me,NONE,NONE
hey This way you can start to heal. thanks,NONE,NONE
yo There is nothing more that I need to hear. thanks,NONE,NONE
hey You have to take the good with the bad.,NONE,NONE
yo I like veggies too. right now,NONE,NONE
ok power up the bulb thanks,ENABLE,LIGHTS
This is my big break. ok switch on the screen for me,ENABLE,TV
yo i am cold for me,INCREASE,AC
would you how are you please,NONE,NONE
bro The volume was up too high on the television. right now,NONE,NONE
ok Hes got some brain condition that makes him think hes a flamingo. please,NONE,NONE
could you increase my audio for me What are you talking about?,INCREASE,MUSIC
Mary enjoys cooking. can you start my like ventilator,ENABLE,FAN
bro Honesty is the best policy.,NONE,NONE
The cafe is empty aside from an old man reading a book about Aristotle.,NONE,NONE
yo tell me a gun now,NONE,NONE
You had me worried for a moment. uh could you turn down hvac,DECREASE,AC
ok I am the designated survivor. right now,NONE,NONE
yo I will take you to the movies only if you wait for me outside. please,NONE,NONE
would you power up the bedside lamp now,ENABLE,LIGHTS
Wiggle your fingers! please like reduce the television please,DECREASE,TV
please cup is not working thanks,NONE,NONE
would you activate my ventilator please I have 60 pairs of shoes.,ENABLE,FAN
like decrease the lighting thanks,DECREASE,LIGHTS
That was last week. could you power on fan thanks,ENABLE,FAN
alright make like lower my audio right now I had to put a pin in his femur.,DECREASE,MUSIC
"could you She liked Dune, but it didnt pass the Bechdel Test. now",NONE,NONE
disable air conditioner right now The car crash was so instantaneous that I barely had time to process it.,DISABLE,AC
I check off each task on my list as soon as I complete it. bro increase my air uh fan please,INCREASE,FAN
this is annoying make lower all the ac um right now,DECREASE,AC
would you increase my spotify,INCREASE,MUSIC
could you Its four a.m. and both of us would rather be asleep. please,NONE,NONE
switch on the playlist for me It looks like you have bigger problems.,ENABLE,MUSIC
increase my aircon now,INCREASE,AC
Im going to Lollapalooza. please shut down all the spotify right now,DISABLE,MUSIC
yo Thats a pretty big fish youve just caught.,NONE,NONE
yo power on my cooler for me,ENABLE,AC
increase the bulb now,INCREASE,LIGHTS
could you I have 10 hair straighteners. thanks,NONE,NONE
ok Toms apartment is way too big for just one man. right now,NONE,NONE
English Speaking Courses are the hardest ones. yo increase music please,INCREASE,MUSIC
hey activate my tv right now,ENABLE,TV
"could you Are you really going to ignore me, after everything that happened yesterday? now",NONE,NONE
yo Being the last male on my dads side of the family has its perks. thanks,NONE,NONE
would you shut down my sound system please Her water bottle had a built-in filtration system.,DISABLE,MUSIC
bro She studied music in college. please,NONE,NONE
please its hot please Hes not the sharpest knife in the drawer.,INCREASE,AC
please turn up all the audio thanks,INCREASE,MUSIC
he has skipped school on many occasions. ok power up cooler,ENABLE,AC
hey turn up all the air conditioning,INCREASE,AC
She started drinking again because she felt so awkward at social gatherings. alright turn down my television,DECREASE,TV
can you um how do i run please,NONE,NONE
yo how do i tell a joke please,NONE,NONE
Heres my big brother. Doesnt he look good? for me,NONE,NONE
turn down like all the ceiling light now,DECREASE,LIGHTS
bro im hot right now,DECREASE,AC
would you The girl picked the pink flower out of her garden. now,NONE,NONE
please turn up like my ceiling fan please There was a big fire in my neighborhood.,INCREASE,FAN
"yo She ate a sandwich for lunch which contained turkey, cheddar cheese, and slices of strawberries.",NONE,NONE
He has a nice sum of money put away. yo make higher all the air fan for me,INCREASE,FAN
make uh lower my hvac now Dont get too excited!,DECREASE,AC
would you I made a list. thanks,NONE,NONE
please tell me a temperature outside thanks,NONE,NONE
bro stop my ac,DISABLE,AC
I felt sort of sick. for me,NONE,NONE
uh what is the chips now,NONE,NONE
can you She wished she could speak Italian.,NONE,NONE
bro on ceiling fan please He invited me to dinner yesterday.,ENABLE,FAN
Were over the hill now! he called over his shoulder. bro make lower my speaker thanks,DECREASE,MUSIC
"hey In Hong Kong, everyone lives stacked together. please",NONE,NONE
alright We have been waiting for this for awhile. right now,NONE,NONE
can you up my ceiling light please,INCREASE,LIGHTS
yo power off all the hvac right now,DISABLE,AC
yo power off music right now,DISABLE,MUSIC
would uh you up aircon now,INCREASE,AC
activate my light right now Can you come over now?,ENABLE,LIGHTS
please i want to sleep like right now,NONE,NONE
could you do you know how to play music thanks,NONE,NONE
You can see the blood vessel on her eyelid. right now,NONE,NONE
would you The bigger boys torment the little ones. for me,NONE,NONE
yo its too um bright thanks,DECREASE,LIGHTS
alright down my aircon please,DECREASE,AC
There are so many things to consider. would you power down the spotify please,DISABLE,MUSIC
alright power on all the air fan please,ENABLE,FAN
alright turn up aircon,INCREASE,AC
could you increase all the television Theres a big package on the desk for you.,INCREASE,TV
The spoon lay next to the fork. thanks,NONE,NONE
would you Could you tell me the way to the station? for me,NONE,NONE
hey cool the room now,DECREASE,AC
hey decrease all the air conditioner right like now,DECREASE,AC
hey power down the light,DISABLE,LIGHTS
hey Were over the hill now! he called over his shoulder. now,NONE,NONE
hey make higher my sound system now,INCREASE,MUSIC
yo enable the playlist like thanks,ENABLE,MUSIC
would you He read the report.,NONE,NONE
can you The cafe is empty aside from an old man reading a book about Aristotle. right now,NONE,NONE
ok up all the tv thanks,INCREASE,TV
ok He wanted to wear lipstick but the lipstick was expired. please,NONE,NONE
The bully at school was mean to everyone except me. could you stop the ac right now,DISABLE,AC
would you increase the air like conditioning,INCREASE,AC
hey Old habits die hard. right now,NONE,NONE
uh could you do you know how to jump thanks,NONE,NONE
Everything will be okay in the end. hey switch off my air conditioner for me,DISABLE,AC
ok My dad needs a new job. please,NONE,NONE
please make it warmer for me,INCREASE,AC
like bro boost all the ventilator for me Thats why they pay us the big bucks.,INCREASE,FAN
can you decrease smart like tv now He needed thirteen stitches.,DECREASE,TV
yo tell me a score please,NONE,NONE
hey like boost aircon now,INCREASE,AC
alright I hate cats even more than I hate dogs. thanks,NONE,NONE
turn up my ac thanks,INCREASE,AC
He was married to a friend of mine. now,NONE,NONE
um could you power on my screen How do you celebrate the 4th of July?,ENABLE,TV
"yo He got shot in the stomach, but he didnt die. thanks",NONE,NONE
bro switch off all the television now,DISABLE,TV
ok Being fashionable is easy.,NONE,NONE
bro make it colder right now,DECREASE,AC
Money doesnt grow on trees. ok power up the uh aircon right now,ENABLE,AC
ok turn down all the ventilator thanks You can make ice cream.,DECREASE,FAN
yo A yardstick is 3 feet long. now,NONE,NONE
could you You dont need 20 captains. right now,NONE,NONE
yo disable the ceiling light for like me,DISABLE,LIGHTS
can you power on uh the tv now She started drinking again because she felt so awkward at social gatherings.,ENABLE,TV
bro i uh want to jump,NONE,NONE
ok power on the hvac please You dont say.,ENABLE,AC
One cannot live on bread alone. ok cool the room thanks,DECREASE,AC
do you know how to open the door,NONE,NONE
hey power up my air conditioning for me Shape up or ship out!,ENABLE,AC
would you dim the lights now,DECREASE,LIGHTS
alright like boost television,INCREASE,TV
can you like turn down ac,DECREASE,AC
can you switch off the ac thanks The other baristas are so weird.,DISABLE,AC
"yo turn off screen for me In Guam, she laid in the sun and ate mangoes all day.",DISABLE,TV
bro turn down my air fan,DECREASE,FAN
alright i am like hot please Wheres the nearest store?,DECREASE,AC
I entered Toms name on the list of candidates. can you turn down all the lights for um me,DECREASE,LIGHTS
alright up the audio thanks Dont get too excited!,INCREASE,MUSIC
bro He has a nice sum of money put away. thanks,NONE,NONE
"would you She had strange, green and purple eyes. right now",NONE,NONE
uh could you shut down the room light for me,DISABLE,LIGHTS
please tell me a gun for me,NONE,NONE
It took quite a while. please turn up uh sound system,INCREASE,MUSIC
"alright like power off the screen now She didnt drink, but she didnt want people to realize that, so she ordered a ginger ale at the bar.",DISABLE,TV
start my hvac for me The man looked at her strangely through the window.,ENABLE,AC
hey Tulips grow every year. for me,NONE,NONE
can you We can go to lunch. now,NONE,NONE
hey I made a list. please,NONE,NONE
can you My water bottle is white and made of steel. right now,NONE,NONE
She sells Christmas trees. hey down the bedside lamp please,DECREASE,LIGHTS
make um it warmer thanks My water bottle is white and made of steel.,INCREASE,AC
hey how are you please,NONE,NONE
turn on bedside lamp right now,ENABLE,LIGHTS
would you We can go to lunch. thanks,NONE,NONE
She was determined to summit Mount Everest before she turned twenty-nine. please turn down the bedside lamp right now,DECREASE,LIGHTS
